timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-10-16 20:45:00+10:00,24151.954,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:50:00+10:00,23862.002,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 20:55:00+10:00,23609.841,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:00:00+10:00,23409.624,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:05:00+10:00,23558.98,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:10:00+10:00,23429.856,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:15:00+10:00,23151.892,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:20:00+10:00,22918.069,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:25:00+10:00,23256.071,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:30:00+10:00,23232.881,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:35:00+10:00,22931.741,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:40:00+10:00,22978.987,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:45:00+10:00,22861.253,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:50:00+10:00,22739.218,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 21:55:00+10:00,22511.445,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:00:00+10:00,22368.82,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:05:00+10:00,22289.565,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
